arrival_hour,park_duration,energy_gap,demand_level_encoded,price_sensitive,action_index,action_value
8,4.86,7.67842730469469,2,Free Period,4,0.2
8,8.6675,4.41844057729976,0,Free Period,3,0.1
8,3.897777777777778,2.92748854174883,0,Free Period,2,0.0
8,9.814444444444444,10.56009651813429,2,Free Period,2,0.0
8,4.731944444444444,3.58324562556252,1,Free Period,2,0.0
8,13.690555555555555,3.14185698803936,0,Free Period,3,0.1
8,10.654166666666669,5.23731752172518,1,Free Period,2,0.0
8,3.1533333333333333,0.8365832930754102,1,Free Period,3,0.1
8,14.62861111111111,0.0202646416249496,0,Free Period,2,0.0
8,9.620833333333334,6.57104938665064,1,Free Period,0,-0.2
8,8.529166666666667,4.070415356181419,1,Free Period,0,-0.2
8,2.016111111111111,-4.758606981014301,0,Free Period,1,-0.1
8,3.515277777777778,4.4357698728109884,1,Free Period,2,0.0
8,8.453333333333333,4.96329391235618,1,Free Period,2,0.0
8,3.4344444444444444,7.454030516724931,2,Free Period,3,0.1
8,3.2980555555555555,3.3845970533030307,1,Free Period,3,0.1
8,8.204166666666667,5.73607460210322,1,Free Period,2,0.0
8,8.199444444444444,1.6186209460036904,0,Free Period,1,-0.1
9,4.127777777777778,11.10186060129482,2,Free Period,2,0.0
11,6.1125,5.957950372734299,2,Free Period,3,0.1
12,5.846666666666667,6.5361691170499,2,Free Period,2,0.0
13,3.849166666666666,1.4136400521191508,0,Free Period,3,0.1
13,1.881388888888889,2.6779769801972595,1,Free Period,2,0.0
13,2.345,4.60207642331411,1,Free Period,4,0.2
14,2.4858333333333333,3.57769349224804,0,Free Period,3,0.1
14,2.0813888888888887,4.52172100775115,1,Free Period,1,-0.1
15,1.5683333333333334,-0.4971161016798895,0,Free Period,4,0.2
15,1.5575,1.7298579456513696,1,Free Period,2,0.0
15,2.333333333333333,6.15621624110423,1,Free Period,3,0.1
5,8.380555555555556,19.82784611821346,2,Free Period,4,0.2
6,15.26388888888889,5.96237194477222,1,Free Period,1,-0.1
7,9.097777777777775,-5.2971071569653,0,Free Period,3,0.1
7,5.866111111111112,7.34959606840694,1,Free Period,4,0.2
7,5.85,7.9926823509906,2,Free Period,4,0.2
7,4.338888888888889,2.4934656076439,2,Free Period,4,0.2
7,8.685277777777777,-6.232783559810299,1,Free Period,0,-0.2
7,9.616666666666667,12.88063990721736,2,Free Period,2,0.0
7,9.589444444444444,6.16767856904994,1,Free Period,3,0.1
7,7.567222222222222,-5.2037467537822,1,Free Period,3,0.1
7,6.975,4.230053036499701,2,Free Period,3,0.1
7,7.933611111111111,4.885804742765201,2,Free Period,4,0.2
7,9.223888888888888,4.64107959079744,0,Free Period,2,0.0
7,7.830277777777778,4.03501331026647,1,Free Period,1,-0.1
7,9.318055555555556,-1.8563979669170292,0,Free Period,3,0.1
7,9.116666666666667,1.4892913751881025,2,Free Period,2,0.0
7,5.602222222222222,4.75827346408282,1,Free Period,2,0.0
8,8.90638888888889,2.426881093113879,1,Free Period,0,-0.2
8,8.849444444444444,14.0417735041052,2,Free Period,3,0.1
8,9.797222222222222,4.812597683444899,2,Free Period,4,0.2
8,9.749722222222225,7.00860968385044,1,Free Period,2,0.0
8,8.729166666666666,4.0896844282806,2,Free Period,2,0.0
8,8.668333333333333,4.4457693330985,1,Free Period,1,-0.1
8,8.64861111111111,3.6617127092056094,1,Free Period,0,-0.2
8,7.638333333333334,11.7287305952601,2,Free Period,2,0.0
8,2.6222222222222222,4.72483477979486,1,Free Period,2,0.0
8,4.611944444444444,5.10911308340741,1,Free Period,4,0.2
8,8.545,0.9182376785069994,1,Free Period,4,0.2
8,8.5,2.84727620496057,0,Free Period,1,-0.1
8,8.498611111111112,-2.87281016707796,0,Free Period,1,-0.1
8,7.477222222222222,-6.310669275182599,1,Free Period,1,-0.1
8,8.418611111111112,2.23427114953634,0,Free Period,4,0.2
8,4.154722222222222,1.3978954492102993,1,Free Period,4,0.2
9,8.979722222222222,7.4578633554052995,2,Free Period,0,-0.2
9,6.738888888888889,13.94332148359197,2,Free Period,3,0.1
12,3.5744444444444445,10.597101783854509,2,Free Period,3,0.1
12,3.423611111111111,6.395780166252001,2,Free Period,0,-0.2
12,3.3419444444444446,4.42937139701036,1,Free Period,3,0.1
12,3.283611111111111,3.2901888162028,1,Free Period,4,0.2
12,6.230555555555555,7.11781422483385,1,Free Period,3,0.1
12,4.199166666666667,1.18196065398817,0,Free Period,4,0.2
12,3.8,7.99294012001074,1,Free Period,0,-0.2
13,3.3808333333333334,11.57808682745111,1,Free Period,1,-0.1
14,2.76,5.8568657906771,1,Free Period,0,-0.2
15,2.491111111111111,0.1901148592029198,0,Free Period,3,0.1
7,14.996944444444445,6.12034219652774,1,Free Period,4,0.2
7,9.1275,1.6271698518793496,0,Free Period,3,0.1
7,3.873055555555556,10.1523343829963,2,Free Period,3,0.1
7,9.824444444444444,4.7052930470925,1,Free Period,1,-0.1
7,8.192222222222222,4.836342422577699,2,Free Period,3,0.1
7,7.584722222222222,-4.054152655236699,2,Free Period,1,-0.1
7,3.5,1.3450278454315097,0,Free Period,4,0.2
7,5.498333333333333,7.63840231029895,1,Free Period,4,0.2
7,9.45111111111111,6.42771640853295,1,Free Period,1,-0.1
7,4.160277777777778,7.05875057787708,1,Free Period,0,-0.2
7,9.899722222222222,6.0137616860587,2,Free Period,4,0.2
7,8.087222222222222,-4.85766718175816,0,Free Period,0,-0.2
7,9.086666666666666,-2.56354070791477,0,Free Period,4,0.2
8,9.835555555555556,1.2181307731688404,0,Free Period,4,0.2
8,4.831388888888889,3.909625477419001,2,Free Period,2,0.0
8,6.823055555555555,9.92420266901412,2,Free Period,3,0.1
8,15.2825,8.023067204889461,1,Free Period,3,0.1
8,9.739722222222222,7.687824026168871,1,Free Period,0,-0.2
8,8.196944444444444,-0.9191709154641003,1,Free Period,3,0.1
8,8.759166666666667,2.0652285996904,1,Free Period,0,-0.2
8,8.328333333333333,-4.4600515382038,2,Free Period,4,0.2
8,2.473333333333333,1.8708333691098995,2,Free Period,2,0.0
8,8.464166666666667,3.966352787724,2,Free Period,2,0.0
8,7.415277777777778,5.66913899467759,1,Free Period,4,0.2
8,8.38,3.638110637047821,0,Free Period,1,-0.1
8,7.3597222222222225,-0.2266680900262692,1,Free Period,1,-0.1
8,8.343333333333334,5.09685980725606,1,Free Period,3,0.1
8,13.339166666666667,2.60892261990959,1,Free Period,0,-0.2
8,8.108611111111111,1.0999797023457196,0,Free Period,2,0.0
8,3.766944444444445,6.262371840127701,2,Free Period,3,0.1
10,6.805555555555555,1.6521830992917002,0,Free Period,4,0.2
10,6.319722222222223,16.5061592081633,2,Free Period,2,0.0
11,6.513888888888889,9.0776462387884,2,Free Period,0,-0.2
11,7.814166666666667,39.79560247549723,2,Free Period,0,-0.2
11,4.151388888888889,5.776073797616901,2,Free Period,1,-0.1
11,5.027222222222222,3.77342870539451,0,Free Period,3,0.1
12,3.944166666666667,5.651043845721629,1,Free Period,4,0.2
12,5.806666666666667,10.58805259974165,1,Free Period,2,0.0
12,6.621944444444445,5.233701625342331,1,Free Period,0,-0.2
13,1.858055555555556,4.56574548372055,0,Free Period,2,0.0
14,2.488611111111111,-6.686328693439499,0,Free Period,4,0.2
16,0.9697222222222224,3.24772681641558,0,Free Period,2,0.0
5,16.135555555555555,6.26201914116624,1,Free Period,3,0.1
7,7.801944444444445,2.1931898620695103,0,Free Period,1,-0.1
7,7.455,2.211532537585203,2,Free Period,2,0.0
7,9.249166666666667,1.2993182570180704,0,Free Period,1,-0.1
7,3.777222222222222,3.1025355155941003,2,Free Period,4,0.2
7,6.134444444444444,1.53158693853974,0,Free Period,1,-0.1
7,7.119166666666667,-4.689637027693999,1,Free Period,2,0.0
7,9.044722222222225,15.8861081140026,2,Free Period,2,0.0
7,9.024166666666666,0.3276708776216992,1,Free Period,0,-0.2
7,9.104722222222222,10.56076484649008,1,Free Period,2,0.0
7,7.006666666666667,11.62108514708953,2,Free Period,1,-0.1
8,8.883888888888889,3.698788700622469,1,Free Period,0,-0.2
8,5.350833333333333,-7.8738576603414,1,Free Period,2,0.0
8,7.805,-4.27794544677085,0,Free Period,2,0.0
8,2.7694444444444444,5.85987557906531,1,Free Period,4,0.2
8,9.730555555555556,7.57538602347058,1,Free Period,0,-0.2
8,7.716111111111111,9.35128772031652,1,Free Period,4,0.2
8,4.318611111111111,4.599638668898001,2,Free Period,4,0.2
8,4.543888888888889,9.90386144613613,2,Free Period,4,0.2
8,6.376388888888889,10.02621206497097,2,Free Period,3,0.1
8,9.349166666666669,9.4213746080132,2,Free Period,4,0.2
8,8.336944444444445,3.1256814806706004,0,Free Period,1,-0.1
8,7.330277777777778,-0.8719128264198197,1,Free Period,2,0.0
8,8.08,5.92111314627614,1,Free Period,3,0.1
8,8.311944444444444,1.89654134943964,0,Free Period,4,0.2
8,7.157222222222222,8.118680478093202,2,Free Period,2,0.0
8,6.092222222222222,5.254258129421499,2,Free Period,0,-0.2
8,7.061111111111111,8.54949832223696,1,Free Period,0,-0.2
8,8.056666666666667,1.9890912781395704,0,Free Period,2,0.0
9,4.888055555555556,18.19062220611282,2,Free Period,1,-0.1
9,7.718055555555556,5.489614733170701,2,Free Period,2,0.0
9,3.4747222222222223,-0.1714228562005102,0,Free Period,2,0.0
9,7.371111111111111,-4.54014506128554,0,Free Period,3,0.1
9,3.230277777777778,-0.7121277934727992,1,Free Period,0,-0.2
12,4.338333333333333,-11.3755495682661,1,Free Period,0,-0.2
12,3.941388888888889,3.17016064863898,1,Free Period,4,0.2
12,6.251111111111111,6.79749355925319,1,Free Period,2,0.0
13,2.381388888888889,4.88259237359982,1,Free Period,2,0.0
8,8.305833333333334,2.05249011148795,0,Free Period,1,-0.1
11,10.47861111111111,2.7248555333767595,1,Free Period,0,-0.2
15,2.852222222222222,0.9695849032220094,0,Free Period,1,-0.1
17,5.9075,14.744980951332469,2,Free Period,3,0.1
6,9.176388888888887,-13.6257884525493,0,Free Period,4,0.2
7,4.297222222222223,6.169933731542599,2,Free Period,1,-0.1
7,8.728333333333333,6.821276989447199,2,Free Period,0,-0.2
7,8.169444444444444,2.5500891058864497,1,Free Period,3,0.1
7,8.939166666666667,2.4712049951117407,1,Free Period,2,0.0
7,8.804444444444444,-7.95035078832805,0,Free Period,3,0.1
7,9.250277777777775,9.44493197166493,2,Free Period,1,-0.1
7,4.208888888888889,6.69493811673487,1,Free Period,0,-0.2
7,6.694166666666667,11.915692737155098,2,Free Period,1,-0.1
7,5.130277777777778,10.50126429286749,2,Free Period,2,0.0
7,4.79,10.947016702546,2,Free Period,2,0.0
7,5.067222222222222,4.86688816089746,1,Free Period,0,-0.2
7,8.053611111111111,-0.2536871592486189,1,Free Period,4,0.2
8,4.448333333333333,5.6236237148204005,2,Free Period,3,0.1
8,8.850277777777778,3.25974255610003,0,Free Period,3,0.1
8,7.719166666666666,-3.2832133393720007,1,Free Period,2,0.0
8,7.703333333333333,-2.81211734373234,0,Free Period,1,-0.1
8,4.659722222222222,7.31810762504739,1,Free Period,1,-0.1
8,7.491111111111111,8.287383449972701,1,Free Period,4,0.2
8,8.433055555555555,7.42086375638094,1,Free Period,1,-0.1
8,6.366111111111112,6.247735529726601,2,Free Period,3,0.1
8,8.321388888888889,3.7099493682577,2,Free Period,1,-0.1
8,7.318611111111111,10.6560478941491,2,Free Period,4,0.2
8,8.233888888888888,6.370643583499129,1,Free Period,3,0.1
8,7.139166666666667,7.270374170007701,2,Free Period,1,-0.1
8,9.071944444444444,2.3013041715779003,2,Free Period,3,0.1
8,7.053333333333334,8.87554798531969,1,Free Period,2,0.0
8,8.048333333333334,3.38364865945287,0,Free Period,2,0.0
8,14.53472222222222,4.50611571170158,1,Free Period,2,0.0
9,8.435277777777777,6.3721480167526,2,Free Period,1,-0.1
9,2.6758333333333333,6.31292207266369,1,Free Period,4,0.2
9,8.225555555555555,6.9103329865034,2,Free Period,3,0.1
9,7.171666666666667,1.32455173650477,0,Free Period,0,-0.2
9,6.052777777777778,4.029424266866799,1,Free Period,2,0.0
11,1.637222222222222,5.26202004584944,0,Free Period,2,0.0
11,4.858055555555556,3.9081742474573993,2,Free Period,0,-0.2
13,4.721666666666667,1.02902457099877,0,Free Period,0,-0.2
13,5.605833333333333,9.44328440303175,1,Free Period,1,-0.1
13,1.406111111111111,3.327960021843261,1,Free Period,3,0.1
13,2.737222222222222,4.28368817548567,1,Free Period,2,0.0
7,9.12138888888889,1.85884391550756,0,Free Period,4,0.2
7,8.176944444444445,4.0609737616202,2,Free Period,1,-0.1
7,5.038055555555555,4.8363992323736,1,Free Period,1,-0.1
7,8.391666666666667,13.64522303073844,2,Free Period,4,0.2
7,5.0925,4.79521668660093,1,Free Period,4,0.2
7,14.033055555555556,2.42203098698762,1,Free Period,4,0.2
8,8.965277777777779,1.83908345079422,0,Free Period,0,-0.2
8,4.921944444444445,6.60815299048849,1,Free Period,2,0.0
8,9.894166666666669,6.342289603869601,2,Free Period,0,-0.2
8,4.86,6.884486248309001,2,Free Period,2,0.0
8,9.1075,8.8282870026157,2,Free Period,0,-0.2
8,4.511111111111111,2.9663116290603,2,Free Period,3,0.1
8,7.341111111111111,5.36980142612148,1,Free Period,2,0.0
8,8.549722222222222,5.749124779750099,2,Free Period,1,-0.1
8,6.694722222222223,2.2789739691039,2,Free Period,2,0.0
8,8.677222222222222,0.5952222082321992,1,Free Period,2,0.0
8,8.344722222222222,1.6570876293762904,0,Free Period,2,0.0
8,7.260555555555555,-3.4360935257342007,1,Free Period,3,0.1
8,8.159444444444444,4.77485857174795,1,Free Period,0,-0.2
8,6.083888888888889,1.94381652757796,0,Free Period,1,-0.1
9,7.985,1.93499692581712,0,Free Period,0,-0.2
9,6.931666666666667,21.7867817395561,2,Free Period,0,-0.2
9,6.8052777777777775,4.707675096399001,2,Free Period,4,0.2
9,6.8,-5.7927559466474,0,Free Period,3,0.1
10,4.961944444444445,3.82362257542712,0,Free Period,4,0.2
10,3.056111111111111,6.8538255507387,2,Free Period,3,0.1
11,3.977222222222222,13.8601134141808,2,Free Period,0,-0.2
12,4.777777777777778,-1.5601960423267496,0,Free Period,0,-0.2
12,2.945,5.41329151610564,1,Free Period,3,0.1
13,5.282222222222222,2.1806981791431,1,Free Period,0,-0.2
14,2.6752777777777776,4.467006903241391,1,Free Period,0,-0.2
14,1.6575,2.3864747423233696,0,Free Period,1,-0.1
15,2.165555555555556,0.5692247340162799,0,Free Period,4,0.2
6,15.726666666666668,5.6236075853141,1,Free Period,4,0.2
7,9.11111111111111,1.6039254890702104,0,Free Period,4,0.2
7,9.363333333333332,-1.5484964198672009,1,Free Period,2,0.0
7,8.613611111111112,-24.719495157097903,1,Free Period,1,-0.1
7,6.927777777777778,3.63493988395767,1,Free Period,4,0.2
7,7.82,3.16402052939217,1,Free Period,4,0.2
7,3.3136111111111117,3.28547505902013,1,Free Period,1,-0.1
7,5.196944444444444,7.97620057057126,1,Free Period,0,-0.2
7,5.060833333333333,7.1691937833565,2,Free Period,4,0.2
7,9.044722222222225,7.390879206539299,2,Free Period,0,-0.2
8,7.329722222222222,4.173168074079699,2,Free Period,4,0.2
8,4.377777777777778,8.7595357942753,2,Free Period,3,0.1
8,8.374444444444444,8.50461746529602,2,Free Period,2,0.0
8,7.566111111111111,-1.8911819062644997,1,Free Period,4,0.2
8,6.422222222222223,0.9675247570202004,2,Free Period,3,0.1
8,9.30861111111111,17.46573062350258,2,Free Period,1,-0.1
8,8.255,1.21750103362566,0,Free Period,3,0.1
8,8.096388888888889,4.82066241568158,1,Free Period,1,-0.1
8,7.081666666666667,-3.763342707703199,1,Free Period,4,0.2
8,6.0325,0.1799934127912399,0,Free Period,1,-0.1
9,7.9847222222222225,1.6760749960322103,0,Free Period,3,0.1
9,2.7975,2.848591442737071,1,Free Period,2,0.0
9,3.763611111111111,-4.5678785204765,0,Free Period,0,-0.2
9,6.578055555555555,6.3866619478424,1,Free Period,0,-0.2
9,3.3427777777777776,8.2485091864287,2,Free Period,2,0.0
9,4.104166666666667,5.9937406223876,2,Free Period,0,-0.2
10,2.0969444444444445,0.7420440222029008,1,Free Period,4,0.2
10,6.475833333333333,4.969136827903089,1,Free Period,4,0.2
10,5.090277777777778,9.681556385390529,1,Free Period,3,0.1
11,7.843333333333334,-2.5811310181644496,0,Free Period,3,0.1
12,4.108611111111111,-0.5345854121737901,0,Free Period,1,-0.1
13,3.995833333333333,4.84269941604259,1,Free Period,3,0.1
13,2.573611111111111,7.46216474907549,1,Free Period,4,0.2
13,5.418333333333333,8.6619405722147,2,Free Period,3,0.1
6,15.519722222222224,5.02103961823182,1,Free Period,0,-0.2
7,9.143055555555556,0.7916602962120898,0,Free Period,1,-0.1
7,8.062222222222223,5.5198421465475,2,Free Period,1,-0.1
7,9.568333333333332,8.28239221968371,2,Free Period,4,0.2
7,7.307777777777778,9.15566624846782,2,Free Period,3,0.1
7,8.223888888888888,14.396572237016407,2,Free Period,0,-0.2
7,4.53,7.59548063257954,1,Free Period,3,0.1
8,7.992222222222222,-0.0065083370260001,1,Free Period,2,0.0
8,4.964722222222222,7.03281456091459,1,Free Period,3,0.1
8,8.913333333333334,2.0165777421558904,1,Free Period,4,0.2
8,4.8525,5.1905231234894895,1,Free Period,3,0.1
8,7.310277777777777,4.08095499599952,1,Free Period,1,-0.1
11,3.5166666666666666,1.4299999999999995,1,Not Sensitive,0,-0.2
8,8.774166666666666,-7.10510975369588,0,Free Period,4,0.2
8,8.750833333333333,10.4050690255833,2,Free Period,2,0.0
8,7.703055555555555,6.742493963947281,1,Free Period,0,-0.2
8,4.596666666666667,8.47425990735359,2,Free Period,0,-0.2
8,8.57,3.8100434850903104,1,Free Period,1,-0.1
8,7.992222222222222,-7.21860599029066,0,Free Period,1,-0.1
8,6.393611111111111,0.0734696424181402,0,Free Period,1,-0.1
8,8.365277777777777,0.6274235586845203,0,Free Period,4,0.2
8,6.346388888888889,5.2959654317906,2,Free Period,3,0.1
8,8.328888888888889,4.561403647869389,1,Free Period,0,-0.2
8,9.288611111111113,4.368132734635299,2,Free Period,3,0.1
8,3.949444444444445,8.4836718233473,2,Free Period,3,0.1
8,8.143333333333333,1.7030163238622509,0,Free Period,1,-0.1
8,7.068055555555556,4.30116066697312,1,Free Period,3,0.1
8,5.0225,11.3934775758332,2,Free Period,0,-0.2
9,6.916944444444445,5.692693834544301,2,Free Period,0,-0.2
9,7.866666666666666,-2.024534633565249,0,Free Period,2,0.0
9,7.72,5.0988636276231,1,Free Period,4,0.2
9,7.489166666666667,-0.2811368233208098,0,Free Period,3,0.1
10,6.593333333333334,9.53773044273034,2,Free Period,4,0.2
12,2.7525,3.9594671347107,2,Free Period,4,0.2
12,6.395833333333333,5.947450174301011,1,Free Period,4,0.2
13,3.713888888888889,6.31725120765787,1,Free Period,4,0.2
14,2.28,2.33075632830127,0,Free Period,0,-0.2
16,1.3777777777777778,0.43883596597699,0,Free Period,3,0.1
6,8.111944444444445,0.7269588166796801,0,Free Period,2,0.0
7,5.0,12.27133966705994,1,Free Period,4,0.2
7,8.233055555555556,5.212259032185701,2,Free Period,2,0.0
7,7.716388888888889,-4.738067093231599,1,Free Period,0,-0.2
7,5.125,8.926541019333904,2,Free Period,0,-0.2
7,9.462777777777776,8.3833546645992,2,Free Period,1,-0.1
7,7.274444444444445,8.95690860687865,2,Free Period,4,0.2
7,4.236666666666666,8.53231079199602,2,Free Period,1,-0.1
7,7.178333333333334,6.25907600348618,1,Free Period,2,0.0
7,8.616666666666667,5.25139889110316,1,Free Period,3,0.1
8,8.587222222222222,10.7922319891081,2,Free Period,1,-0.1
8,8.83611111111111,3.95168423612632,1,Free Period,0,-0.2
8,8.811111111111112,-0.5874044893391499,0,Free Period,4,0.2
8,4.470277777777778,8.6143613112139,2,Free Period,2,0.0
8,4.623333333333333,4.9425349397494,2,Free Period,0,-0.2
8,8.339166666666667,2.07601260528652,0,Free Period,3,0.1
8,6.331666666666667,5.4946788093058,2,Free Period,4,0.2
8,7.308611111111111,4.45655379989168,1,Free Period,3,0.1
8,9.190833333333334,6.30956287914125,1,Free Period,3,0.1
8,6.149722222222223,0.5907300176391903,0,Free Period,4,0.2
8,7.040277777777778,5.838457276569899,1,Free Period,4,0.2
9,7.9847222222222225,2.2740005852235803,0,Free Period,3,0.1
9,6.958888888888889,-7.2104064013627,1,Free Period,2,0.0
9,8.953888888888889,4.5951095734682,2,Free Period,4,0.2
9,8.251388888888888,5.0131552133435004,2,Free Period,0,-0.2
9,7.322777777777778,1.9680930489934805,0,Free Period,1,-0.1
10,4.293888888888889,24.92541449438278,2,Free Period,2,0.0
12,4.224444444444444,3.6279430175137706,0,Free Period,4,0.2
13,5.76,0.55494794072031,0,Free Period,4,0.2
16,1.7013888888888888,1.36300365182688,0,Free Period,2,0.0
9,7.208333333333333,2.15775814524207,0,Free Period,1,-0.1
9,7.240555555555556,2.11394158993759,0,Free Period,3,0.1
11,6.73,6.5988089756937,2,Free Period,0,-0.2
6,15.577777777777778,5.65615570601797,1,Free Period,4,0.2
6,8.761388888888888,5.2822480787513,2,Free Period,1,-0.1
7,9.133888888888889,-12.8256740786989,0,Free Period,0,-0.2
7,8.31861111111111,4.39262647274893,1,Free Period,2,0.0
7,4.286944444444444,5.610083189983699,2,Free Period,4,0.2
7,5.326944444444444,6.395618034657399,2,Free Period,3,0.1
7,7.32,-5.0451832754911,1,Free Period,2,0.0
7,2.773888888888889,-1.5988872365441509,0,Free Period,4,0.2
7,10.139722222222222,21.28095875921291,2,Free Period,1,-0.1
7,9.117777777777778,4.33759277594597,0,Free Period,0,-0.2
7,2.1133333333333333,2.0808802029549103,0,Free Period,0,-0.2
7,3.098055555555556,3.43971757364743,1,Free Period,4,0.2
8,6.970833333333333,2.267726704494301,2,Free Period,2,0.0
8,8.4675,7.1378427514157,2,Free Period,3,0.1
8,8.947222222222223,-1.5155727812385005,1,Free Period,1,-0.1
8,7.869166666666667,5.82620427104412,1,Free Period,4,0.2
8,7.848888888888889,0.8238384877874507,1,Free Period,1,-0.1
8,8.83611111111111,3.7696226026009096,1,Free Period,0,-0.2
8,8.243611111111111,-7.42459133613959,0,Free Period,3,0.1
8,9.73,11.10817657284553,2,Free Period,1,-0.1
8,4.345833333333333,15.91316808459558,2,Free Period,4,0.2
8,3.6691666666666665,1.5967533146424984,2,Free Period,3,0.1
8,9.633611111111112,7.910515589363399,2,Free Period,2,0.0
8,4.516388888888889,3.77751033097045,0,Free Period,4,0.2
8,7.493333333333333,-1.9680221752788007,1,Free Period,1,-0.1
8,7.435555555555555,4.056748570399471,1,Free Period,3,0.1
8,8.375833333333333,0.7954622191666996,1,Free Period,4,0.2
8,5.35,4.593169218160099,2,Free Period,3,0.1
8,4.283888888888889,2.00950099192968,0,Free Period,3,0.1
8,2.1866666666666665,-0.99997482283508,0,Free Period,3,0.1
8,6.165277777777778,5.217417453441991,1,Free Period,1,-0.1
8,5.006388888888889,9.08638421638157,2,Free Period,4,0.2
9,7.653611111111111,6.76178321282919,2,Free Period,0,-0.2
10,6.560833333333333,4.3166107488207,2,Free Period,0,-0.2
11,5.848888888888889,0.94422199209387,0,Free Period,1,-0.1
11,5.260833333333333,3.3874323661242,2,Free Period,1,-0.1
11,4.065,5.739126807813911,1,Free Period,3,0.1
12,4.471666666666667,7.982669708974999,2,Free Period,4,0.2
12,3.3561111111111117,5.528989597482539,1,Free Period,4,0.2
12,4.149444444444445,1.1902747379700402,0,Free Period,2,0.0
12,2.003888888888889,3.975385294657921,0,Free Period,2,0.0
13,4.359722222222223,1.4736575163802996,1,Free Period,0,-0.2
14,2.765833333333333,3.296208222821699,2,Free Period,2,0.0
15,1.853611111111111,0.5751250279836699,0,Free Period,2,0.0
15,3.543055555555556,8.61130197657646,1,Free Period,0,-0.2
6,15.895,5.6179036053374,1,Free Period,0,-0.2
6,8.23611111111111,1.61907411841233,0,Free Period,2,0.0
6,9.129444444444443,8.365634592764,2,Free Period,4,0.2
6,5.072777777777778,9.87208171842453,1,Free Period,2,0.0
7,7.457777777777777,4.91955313470755,1,Free Period,3,0.1
7,9.089444444444444,1.9375264132463403,0,Free Period,3,0.1
7,9.606666666666667,3.1349629693491305,0,Free Period,3,0.1
7,8.058055555555555,4.0769074261406,2,Free Period,1,-0.1
7,9.041944444444445,2.599855474445979,1,Free Period,3,0.1
7,5.4944444444444445,3.870310652209289,1,Free Period,4,0.2
7,8.41638888888889,3.91409581071088,1,Free Period,1,-0.1
7,3.410277777777778,3.05742100403675,1,Free Period,1,-0.1
7,7.398055555555556,-1.3016689084956994,1,Free Period,3,0.1
7,8.87888888888889,39.68710451088156,2,Free Period,2,0.0
7,2.8541666666666665,2.817858516714301,2,Free Period,0,-0.2
7,9.165277777777778,2.16309386502261,0,Free Period,2,0.0
7,9.061111111111112,6.7231342495497,1,Free Period,2,0.0
7,10.0025,15.7310236515831,2,Free Period,1,-0.1
8,2.8202777777777777,0.7890788898921297,1,Free Period,1,-0.1
8,7.63,4.241377007626902,2,Free Period,1,-0.1
8,4.626111111111111,10.73092027741584,2,Free Period,4,0.2
8,3.6008333333333336,2.94137389955969,0,Free Period,4,0.2
8,8.5375,3.3983868600839093,1,Free Period,0,-0.2
8,9.446944444444444,11.19076316095248,2,Free Period,1,-0.1
8,8.265277777777778,4.47172773800475,1,Free Period,3,0.1
8,4.365277777777778,1.85827168619688,0,Free Period,1,-0.1
8,8.323888888888888,5.5050690611563,1,Free Period,4,0.2
8,5.195,13.12309942289953,2,Free Period,1,-0.1
8,8.165277777777778,-8.8195239534837,0,Free Period,4,0.2
8,7.101944444444444,-1.8998650147128,1,Free Period,1,-0.1
8,5.010555555555555,2.4148873380801392,1,Free Period,3,0.1
10,5.898333333333333,15.786222550387508,2,Free Period,0,-0.2
10,4.086388888888889,6.79226575531156,1,Free Period,3,0.1
10,5.037222222222222,7.51693188813424,1,Free Period,4,0.2
11,4.155555555555556,3.673799595706299,1,Free Period,2,0.0
11,6.050833333333333,13.9419493884236,2,Free Period,3,0.1
12,3.5316666666666667,2.983783909879701,2,Free Period,1,-0.1
12,5.4463888888888885,9.0881424655998,2,Free Period,0,-0.2
12,6.295833333333333,-0.2287159027591401,0,Free Period,1,-0.1
12,5.286666666666667,0.4646644830411013,2,Free Period,1,-0.1
12,3.5102777777777776,4.50063687587285,1,Free Period,3,0.1
13,7.985555555555556,44.28530522451227,2,Free Period,0,-0.2
13,3.678611111111111,5.94724188332847,1,Free Period,2,0.0
13,2.816388888888889,3.22979362082323,1,Free Period,1,-0.1
13,2.4277777777777776,5.8675647945397,1,Free Period,0,-0.2
13,3.3383333333333334,3.30777182317078,1,Free Period,2,0.0
13,3.2625,1.3210328291242703,0,Free Period,1,-0.1
15,1.7338888888888888,-0.06538295210526,0,Free Period,0,-0.2
16,2.690555555555556,8.00295665811322,1,Free Period,3,0.1
16,1.4491666666666667,1.47494441218317,0,Free Period,1,-0.1
5,8.403888888888888,6.60636179035499,1,Free Period,1,-0.1
5,16.05611111111111,5.20718696778766,1,Free Period,0,-0.2
7,8.30638888888889,4.30758879242722,1,Free Period,1,-0.1
7,8.298333333333334,5.1228929090479,2,Free Period,2,0.0
7,8.698888888888888,-5.2574594964988,1,Free Period,1,-0.1
7,9.565277777777778,6.27013470967592,1,Free Period,4,0.2
7,4.526388888888889,-1.2914037868212986,2,Free Period,2,0.0
7,10.330833333333333,7.6699825662820995,2,Free Period,0,-0.2
7,8.785,-7.421354085548851,0,Free Period,2,0.0
7,8.166666666666666,8.860797407846231,1,Free Period,4,0.2
7,8.152777777777779,9.68918260733606,1,Free Period,4,0.2
7,9.1525,-0.7281456032534503,0,Free Period,1,-0.1
7,4.089444444444444,7.57934178228039,1,Free Period,1,-0.1
